file,realtime,fixture
frames/frame-00000.png,7.57989,45
frames/frame-00001.png,7.66990,45
frames/frame-00002.png,7.76061,45
frames/frame-00003.png,7.84657,45
frames/frame-00004.png,7.94893,45
frames/frame-00005.png,8.06243,45
frames/frame-00006.png,8.17181,45
frames/frame-00007.png,8.29289,45
frames/frame-00008.png,8.40380,45
frames/frame-00009.png,8.51534,45
frames/frame-00010.png,8.62897,45
frames/frame-00011.png,8.74663,45
frames/frame-00012.png,8.87295,45
frames/frame-00013.png,8.98919,45
frames/frame-00014.png,9.10309,45
frames/frame-00015.png,9.21434,45
frames/frame-00016.png,9.32423,45
frames/frame-00017.png,9.43119,45
frames/frame-00018.png,9.54227,45
frames/frame-00019.png,9.65691,45
frames/frame-00020.png,9.76770,45
frames/frame-00021.png,9.87721,45
frames/frame-00022.png,9.99358,45
frames/frame-00023.png,10.10850,45
frames/frame-00024.png,10.21833,45
frames/frame-00025.png,10.32656,45
frames/frame-00026.png,10.43247,45
frames/frame-00027.png,10.54248,45
frames/frame-00028.png,10.64868,45
frames/frame-00029.png,10.75568,45
frames/frame-00030.png,10.86250,45
frames/frame-00031.png,10.97173,45
frames/frame-00032.png,11.08098,45
frames/frame-00033.png,11.19990,45
frames/frame-00034.png,11.31116,45
frames/frame-00035.png,11.42569,45
frames/frame-00036.png,11.53556,45
frames/frame-00037.png,11.64911,45
frames/frame-00038.png,11.75827,45
frames/frame-00039.png,11.87630,45
frames/frame-00040.png,11.98541,45
frames/frame-00041.png,12.09301,45
frames/frame-00042.png,12.20295,45
frames/frame-00043.png,12.31895,45
frames/frame-00044.png,12.43219,45
frames/frame-00045.png,12.53623,45
frames/frame-00046.png,12.64377,45
frames/frame-00047.png,12.75022,45
frames/frame-00048.png,12.85557,45
frames/frame-00049.png,12.95952,45
frames/frame-00050.png,13.06860,45
frames/frame-00051.png,13.17679,45
frames/frame-00052.png,13.28155,45
frames/frame-00053.png,13.38939,45
frames/frame-00054.png,13.50083,45
frames/frame-00055.png,16.61976,95
frames/frame-00056.png,16.70693,95
frames/frame-00057.png,16.79367,95
frames/frame-00058.png,16.88265,95
frames/frame-00059.png,16.99776,95
frames/frame-00060.png,17.11554,95
frames/frame-00061.png,17.22833,95
frames/frame-00062.png,17.34949,95
frames/frame-00063.png,17.46402,95
frames/frame-00064.png,17.57746,95
frames/frame-00065.png,17.69049,95
frames/frame-00066.png,17.80186,95
frames/frame-00067.png,17.92086,95
frames/frame-00068.png,18.03452,95
frames/frame-00069.png,18.14524,95
frames/frame-00070.png,18.25774,95
frames/frame-00071.png,18.36912,95
frames/frame-00072.png,18.48172,95
frames/frame-00073.png,18.59612,95
frames/frame-00074.png,18.70920,95
frames/frame-00075.png,18.82030,95
frames/frame-00076.png,18.93271,95
frames/frame-00077.png,19.05231,95
frames/frame-00078.png,19.16508,95
frames/frame-00079.png,19.27803,95
frames/frame-00080.png,19.38649,95
frames/frame-00081.png,19.49689,95
frames/frame-00082.png,19.61237,95
frames/frame-00083.png,19.72589,95
frames/frame-00084.png,19.84119,95
frames/frame-00085.png,19.96089,95
frames/frame-00086.png,20.08541,95
frames/frame-00087.png,20.20965,95
frames/frame-00088.png,20.32572,95
frames/frame-00089.png,20.43652,95
frames/frame-00090.png,20.55349,95
frames/frame-00091.png,20.66677,95
frames/frame-00092.png,20.77992,95
frames/frame-00093.png,20.89258,95
frames/frame-00094.png,21.00514,95
frames/frame-00095.png,21.12572,95
frames/frame-00096.png,21.24089,95
frames/frame-00097.png,21.36317,95
frames/frame-00098.png,21.47677,95
frames/frame-00099.png,21.59475,95
frames/frame-00100.png,21.71526,95
frames/frame-00101.png,21.83149,95
frames/frame-00102.png,21.95387,95
frames/frame-00103.png,22.06746,95
frames/frame-00104.png,22.18153,95
frames/frame-00105.png,22.29716,95
frames/frame-00106.png,22.41813,95
frames/frame-00107.png,22.53570,95
frames/frame-00108.png,25.64980,120
frames/frame-00109.png,25.73496,120
frames/frame-00110.png,25.82665,120
frames/frame-00111.png,25.91374,120
frames/frame-00112.png,26.02576,120
frames/frame-00113.png,26.14189,120
frames/frame-00114.png,26.25649,120
frames/frame-00115.png,26.37247,120
frames/frame-00116.png,26.48667,120
frames/frame-00117.png,26.60577,120
frames/frame-00118.png,26.72223,120
frames/frame-00119.png,26.83606,120
frames/frame-00120.png,26.95715,120
frames/frame-00121.png,27.07762,120
frames/frame-00122.png,27.19382,120
frames/frame-00123.png,27.30815,120
frames/frame-00124.png,27.42525,120
frames/frame-00125.png,27.53727,120
frames/frame-00126.png,27.65398,120
frames/frame-00127.png,27.76759,120
frames/frame-00128.png,27.88144,120
frames/frame-00129.png,27.99494,120
frames/frame-00130.png,28.11723,120
frames/frame-00131.png,28.23326,120
frames/frame-00132.png,28.34884,120
frames/frame-00133.png,28.46373,120
frames/frame-00134.png,28.58812,120
frames/frame-00135.png,28.70763,120
frames/frame-00136.png,28.82180,120
frames/frame-00137.png,28.93644,120
frames/frame-00138.png,29.06103,120
frames/frame-00139.png,29.17723,120
frames/frame-00140.png,29.29663,120
